% (Hf),% (Ti),% (Zr),BFactor
1.00000000989999,24.00000000759976,74.99999998250026,0.033799644836565224
1.00000000989999,25.000000007499747,73.99999998260026,0.03384651001188157
1.00000000989999,26.000000007399738,72.99999998270027,0.03389019776789979
1.00000000989999,27.00000000729973,71.99999998280029,0.033930930043325404
1.00000000989999,28.00000000719972,70.99999998290029,0.03396890903858857
1.00000000989999,29.000000007099707,69.99999998300031,0.03400431892247963
1.00000000989999,30.0000000069997,68.99999998310031,0.0340373273507298
1.00000000989999,31.000000006899686,67.99999998320033,0.034068086819407005
1.00000000989999,32.00000000679968,66.99999998330033,0.034096735872753796
1.00000000989999,33.00000000669967,65.99999998340033,0.03412340018235984
1.00000000989999,34.000000006599656,64.99999998350035,0.034148193512251686
1.00000000989999,35.00000000649965,63.99999998360036,0.034171218582519224
1.00000000989999,36.00000000639964,62.99999998370037,0.03419256784242586
1.00000000989999,37.00000000629963,61.99999998380038,0.03421232416251834
1.00000000989999,38.00000000619962,60.99999998390039,0.03423056145402329
1.00000000989999,39.000000006099604,59.999999984000404,0.03424734522275864
1.00000000989999,40.000000005999595,58.99999998410041,0.03426273306387169
1.00000000989999,41.00000000589959,57.99999998420042,0.03427677510291964
1.00000000989999,42.00000000579958,56.99999998430043,0.03428951438811655
1.00000000989999,43.00000000569957,55.99999998440044,0.034300987237962134
1.00000000989999,44.00000000559956,54.99999998450045,0.0343112235479358
1.00000000989999,45.000000005499544,53.999999984600464,0.03432024705946858
1.00000000989999,46.000000005399535,52.99999998470047,0.03432807559398771
1.00000000989999,47.000000005299526,51.99999998480048,0.034334721254457135
1.00000000989999,48.00000000519952,50.99999998490049,0.034340190596502576
1.00000000989999,49.00000000509951,49.9999999850005,0.03434448477090909
1.00000000989999,50.00000000499949,48.999999985100516,0.03434759963900509
1.00000000989999,51.00000000489948,47.999999985200525,0.034349525862194884
1.00000000989999,52.000000004799475,46.99999998530053,0.03435024896667046
1.00000000989999,53.000000004699466,45.99999998540054,0.03434974938411578
1.00000000989999,54.00000000459946,44.99999998550055,0.03434800246901197
1.00000000989999,55.00000000449945,43.99999998560056,0.03434497849295618
1.00000000989999,56.00000000439944,42.99999998570057,0.034340642616217554
1.00000000989999,57.00000000429942,41.999999985800585,0.03433495483656818
1.00000000989999,58.000000004199414,40.999999985900594,0.034327869915241685
1.00000000989999,59.000000004099405,39.9999999860006,0.03431933727968742
1.00000000989999,60.000000003999396,38.99999998610061,0.03430930090259725
1.00000000989999,61.00000000389939,37.99999998620062,0.034297699156485915
1.00000000989999,62.00000000379937,36.99999998630064,0.03428446464289999
1.00000000989999,63.00000000369936,35.99999998640065,0.03426952399511154
1.00000000989999,64.00000000359935,34.999999986500654,0.034252797652918686
1.00000000989999,65.00000000349935,33.999999986600656,0.034234199607921185
1.00000000989999,66.00000000339934,32.99999998670067,0.03421363711736109
1.00000000989999,67.00000000329932,31.999999986800688,0.03419101038431343
1.00000000989999,68.00000000319932,30.99999998690069,0.03416621220167099
1.00000000989999,69.0000000030993,29.999999987000706,0.03413912755698758
1.00000000989999,70.0000000029993,28.999999987100708,0.03410963319481652
1.00000000989999,71.00000000289928,27.999999987200724,0.034077597132697125
1.00000000989999,72.00000000279927,26.99999998730074,0.034042878126391535
1.00000000989999,73.00000000269927,25.99999998740074,0.03400532507934574
1.00000000989999,74.00000000259925,24.999999987500757,0.03396477639062685
1.00000000989999,75.00000000249925,23.99999998760076,0.03392105923475599
1.00000000989999,76.00000000239923,22.999999987700775,0.033873988765892996
1.00000000989999,77.00000000229923,21.999999987800777,0.03382336723770936
1.00000000989999,78.00000000219922,20.999999987900793,0.033768983028976685
1.00000000989999,79.0000000020992,19.99999998800081,0.033710609563366294
1.00000000989999,80.0000000019992,18.99999998810081,0.03364800411014999
1.00000000989999,81.00000000189918,17.999999988200827,0.033580906450358966
1.00000000989999,82.00000000179918,16.99999998830083,0.03350903739042403
1.00000000989999,83.00000000169916,15.999999988400845,0.033432097102299524
1.00000000989999,84.00000000159915,14.99999998850086,0.033349763265451866
1.00000000989999,85.00000000149915,13.999999988600862,0.033261688981733824
1.00000000989999,86.00000000139913,12.999999988700878,0.03316750042888837
1.00000000989999,87.00000000129913,11.99999998880088,0.033066794212005306
1.00000000989999,88.00000000119911,10.999999988900896,0.03295913436439627
1.00000000989999,89.0000000010991,9.999999989000912,0.032844048939683894
1.00000000989999,90.0000000009991,8.999999989100914,0.03272102612492354
1.00000000989999,91.00000000089908,7.99999998920093,0.03258950978964444
1.00000000989999,92.00000000079908,6.999999989300932,0.032448894366951773
1.00000000989999,93.00000000069907,5.9999999894009335,0.03229851893912301
1.00000000989999,94.00000000059904,4.999999989500964,0.03213766036991034
1.00000000989999,95.00000000049904,3.9999999896009655,0.031965525286907874
1.00000000989999,96.00000000039903,2.9999999897009815,0.03178124066694622
1.00000000989999,97.00000000029902,1.9999999898009833,0.03158384271146597
1.00000000989999,98.00000000019902,0.999999989900985,0.0313722636114632
2.00000000979998,1e-08,97.99999998020002,0.032327121659245873
2.00000000979998,1.00000000989999,96.99999998030003,0.03258678602826645
2.00000000979998,2.00000000979998,95.99999998040003,0.03282381821681677
2.00000000979998,3.0000000096999697,94.99999998050005,0.03304066105693887
2.00000000979998,4.00000000959996,93.99999998060007,0.033239432416703504
2.00000000979998,5.000000009499949,92.99999998070007,0.03342197903016082
2.00000000979998,6.0000000093999395,91.99999998080008,0.03358991950910522
2.00000000979998,7.00000000929993,90.99999998090009,0.03374467908431675
2.00000000979998,8.000000009199919,89.9999999810001,0.033887517940839
2.00000000979998,9.000000009099908,88.99999998110012,0.03401955453253399
2.00000000979998,10.000000008999898,87.99999998120012,0.034141784919163184
2.00000000979998,11.000000008899889,86.99999998130014,0.03425509892149472
2.00000000979998,12.000000008799878,85.99999998140014,0.03436029370795018
2.00000000979998,13.00000000869987,84.99999998150015,0.03445808529090686
2.00000000979998,14.00000000859986,83.99999998160015,0.03454911830884703
2.00000000979998,15.00000000849985,82.99999998170017,0.034633974392982464
2.00000000979998,16.00000000839984,81.99999998180019,0.03471317935736388
2.00000000979998,17.00000000829983,80.99999998190019,0.034787209405228094
2.00000000979998,18.00000000819982,79.9999999820002,0.03485649650813462
2.00000000979998,19.00000000809981,78.9999999821002,0.03492143308588333
2.00000000979998,20.000000007999798,77.99999998220022,0.03498237609249851
2.00000000979998,21.00000000789979,76.99999998230024,0.035039650595387814
2.00000000979998,22.00000000779978,75.99999998240024,0.03509355292013424
2.00000000979998,23.000000007699768,74.99999998250026,0.035144353421498055
2.00000000979998,24.00000000759976,73.99999998260026,0.03519229893151394
2.00000000979998,25.000000007499747,72.99999998270027,0.03523761492761721
2.00000000979998,26.000000007399738,71.99999998280029,0.03528050745717732
2.00000000979998,27.00000000729973,70.99999998290029,0.03532116484938361
2.00000000979998,28.00000000719972,69.9999999830003,0.03535975924090329
2.00000000979998,29.000000007099707,68.99999998310031,0.03539644793794936
2.00000000979998,30.0000000069997,67.99999998320033,0.0354313746342166
2.00000000979998,31.000000006899686,66.99999998330034,0.035464670501464395
2.00000000979998,32.00000000679968,65.99999998340033,0.03549645516725467
2.00000000979998,33.00000000669967,64.99999998350035,0.035526837592426135
2.00000000979998,34.000000006599656,63.99999998360036,0.03555591685923912
2.00000000979998,35.00000000649965,62.99999998370037,0.03558378287971907
2.00000000979998,36.00000000639964,61.99999998380038,0.03561051703251647
2.00000000979998,37.00000000629963,60.99999998390039,0.035636192735559805
2.00000000979998,38.00000000619962,59.9999999840004,0.03566087596087712
2.00000000979998,39.000000006099604,58.99999998410041,0.03568462569718088
2.00000000979998,40.000000005999595,57.99999998420042,0.0357074943651312
2.00000000979998,41.00000000589959,56.99999998430043,0.035729528189599305
2.00000000979998,42.00000000579958,55.99999998440044,0.03575076753273339
2.00000000979998,43.00000000569957,54.99999998450045,0.0357712471911731
2.00000000979998,44.00000000559956,53.99999998460046,0.035790996660355595
2.00000000979998,45.000000005499544,52.99999998470047,0.035810040368500155
2.00000000979998,46.000000005399535,51.99999998480048,0.0358283978825415
2.00000000979998,47.000000005299526,50.99999998490049,0.03584608408799938
2.00000000979998,48.00000000519952,49.9999999850005,0.035863109344518196
2.00000000979998,49.00000000509951,48.99999998510051,0.03587947961858211
2.00000000979998,50.00000000499949,47.999999985200525,0.035895196594704235
2.00000000979998,51.00000000489948,46.99999998530053,0.03591025776619828
2.00000000979998,52.000000004799475,45.99999998540054,0.03592465650646923
2.00000000979998,53.000000004699466,44.99999998550055,0.03593838212159718
2.00000000979998,54.00000000459946,43.99999998560056,0.0359514198848389
2.00000000979998,55.00000000449945,42.99999998570057,0.03596375105353077
2.00000000979998,56.00000000439944,41.99999998580058,0.03597535286874087
2.00000000979998,57.00000000429942,40.999999985900594,0.03598619853788906
2.00000000979998,58.000000004199414,39.9999999860006,0.03599625720042741
2.00000000979998,59.000000004099405,38.99999998610061,0.03600549387654868
2.00000000979998,60.000000003999396,37.99999998620062,0.03601386939876662
2.00000000979998,61.00000000389939,36.99999998630063,0.036021340326086684
2.00000000979998,62.00000000379937,35.99999998640065,0.03602785884035736
2.00000000979998,63.00000000369936,34.999999986500654,0.03603337262426047
2.00000000979998,64.00000000359935,33.99999998660067,0.03603782472026009
2.00000000979998,65.00000000349935,32.99999998670067,0.03604115336968381
2.00000000979998,66.00000000339934,31.999999986800688,0.03604329183095438
2.00000000979998,67.00000000329932,30.999999986900704,0.03604416817582221
2.00000000979998,68.00000000319932,29.999999987000706,0.03604370506226688
2.00000000979998,69.0000000030993,28.999999987100722,0.03604181948253761
2.00000000979998,70.0000000029993,27.999999987200724,0.036038422484584234
2.00000000979998,71.00000000289928,26.99999998730074,0.03603341886488729
2.00000000979998,72.00000000279927,25.999999987400756,0.03602670683042758
2.00000000979998,73.00000000269927,24.999999987500757,0.036018177627233854
2.00000000979998,74.00000000259925,23.999999987600773,0.03600771513260885
2.00000000979998,75.00000000249925,22.999999987700775,0.03599519540775172
2.00000000979998,76.00000000239923,21.99999998780079,0.035980486207062366
2.00000000979998,77.00000000229923,20.999999987900793,0.035963446439920194
2.00000000979998,78.00000000219922,19.99999998800081,0.03594392558016797
2.00000000979998,79.0000000020992,18.999999988100825,0.03592176301788639
2.00000000979998,80.0000000019992,17.999999988200827,0.03589678734730432
2.00000000979998,81.00000000189918,16.999999988300843,0.03586881558383388
2.00000000979998,82.00000000179918,15.999999988400845,0.035837652302228906
2.00000000979998,83.00000000169916,14.99999998850086,0.03580308868671359
2.00000000979998,84.00000000159915,13.999999988600877,0.0357649014825841
2.00000000979998,85.00000000149915,12.999999988700878,0.03572285183721256
2.00000000979998,86.00000000139913,11.999999988800894,0.035676684016533296
2.00000000979998,87.00000000129913,10.999999988900896,0.035626123980907316
2.00000000979998,88.00000000119911,9.999999989000912,0.035570877801674346
2.00000000979998,89.0000000010991,8.999999989100928,0.03551062989662189
2.00000000979998,90.0000000009991,7.99999998920093,0.035445041058919366
2.00000000979998,91.00000000089908,6.999999989300946,0.03537374624964349
2.00000000979998,92.00000000079908,5.999999989400948,0.035296352118683504
2.00000000979998,93.00000000069907,4.9999999895009495,0.03521243421233922
2.00000000979998,94.00000000059904,3.9999999896009797,0.035121533818025984
2.00000000979998,95.00000000049904,2.9999999897009815,0.03502315438680908
2.00000000979998,96.00000000039903,1.9999999898009975,0.03491675746253059
2.00000000979998,97.00000000029902,0.9999999899009993,0.034801758031433906
3.0000000096999697,1e-08,96.99999998030003,0.03392807818316104
3.0000000096999697,1.00000000989999,95.99999998040003,0.03414658626401851
3.0000000096999697,2.00000000979998,94.99999998050005,0.03434695284936976
3.0000000096999697,3.0000000096999697,93.99999998060007,0.034531056959283504
3.0000000096999697,4.00000000959996,92.99999998070007,0.03470054603084854
3.0000000096999697,5.000000009499949,91.99999998080008,0.03485687104564494
3.0000000096999697,6.0000000093999395,90.99999998090009,0.035001315222521416
3.0000000096999697,7.00000000929993,89.9999999810001,0.0351350176570928
3.0000000096999697,8.000000009199919,88.9999999811001,0.03525899295082412
3.0000000096999697,9.000000009099908,87.99999998120012,0.03537414762665301
3.0000000096999697,10.000000008999898,86.99999998130014,0.035481293947014665
3.0000000096999697,11.000000008899889,85.99999998140014,0.0355811616150976
3.0000000096999697,12.000000008799878,84.99999998150015,0.03567440773829221
3.0000000096999697,13.00000000869987,83.99999998160015,0.03576162535512364
3.0000000096999697,14.00000000859986,82.99999998170017,0.0358433507671503
3.0000000096999697,15.00000000849985,81.99999998180019,0.03592006987082887
3.0000000096999697,16.00000000839984,80.99999998190019,0.035992223647911895
3.0000000096999697,17.00000000829983,79.9999999820002,0.03606021294415823
3.0000000096999697,18.00000000819982,78.9999999821002,0.036124402643222885
3.0000000096999697,19.00000000809981,77.99999998220022,0.03618512532422401
3.0000000096999697,20.000000007999798,76.99999998230024,0.036242684476665135
3.0000000096999697,21.00000000789979,75.99999998240024,0.0362973573343594
3.0000000096999697,22.00000000779978,74.99999998250024,0.036349397380177444
3.0000000096999697,23.000000007699768,73.99999998260026,0.036399036565374916
3.0000000096999697,24.00000000759976,72.99999998270027,0.03644648728059845
3.0000000096999697,25.000000007499747,71.99999998280029,0.03649194411014831
3.0000000096999697,26.000000007399738,70.99999998290029,0.03653558539647634
3.0000000096999697,27.00000000729973,69.9999999830003,0.0365775746380482
3.0000000096999697,28.00000000719972,68.99999998310031,0.036618061740464565
3.0000000096999697,29.000000007099707,67.99999998320033,0.03665718413800688
3.0000000096999697,30.0000000069997,66.99999998330034,0.03669506780046139
3.0000000096999697,31.000000006899686,65.99999998340034,0.03673182813811085
3.0000000096999697,32.00000000679968,64.99999998350035,0.0367675708161075
3.0000000096999697,33.00000000669967,63.99999998360036,0.036802392488006604
3.0000000096999697,34.000000006599656,62.99999998370038,0.03683638145700796
3.0000000096999697,35.00000000649965,61.999999983800386,0.036869618272392865
3.0000000096999697,36.00000000639964,60.999999983900395,0.03690217626772651
3.0000000096999697,37.00000000629963,59.999999984000404,0.03693412204660307
3.0000000096999697,38.00000000619962,58.99999998410041,0.03696551592101906
3.0000000096999697,39.000000006099604,57.99999998420043,0.03699641230686054
3.0000000096999697,40.000000005999595,56.99999998430044,0.03702686008046276
3.0000000096999697,41.00000000589959,55.999999984400446,0.037056902899740854
3.0000000096999697,42.00000000579958,54.999999984500455,0.03708657949298415
3.0000000096999697,43.00000000569957,53.999999984600464,0.03711592391805049
3.0000000096999697,44.00000000559956,52.99999998470047,0.037144965794379294
3.0000000096999697,45.000000005499544,51.99999998480049,0.03717373050996323
3.0000000096999697,46.000000005399535,50.9999999849005,0.037202239405167335
3.0000000096999697,47.000000005299526,49.99999998500051,0.03723050993506208
3.0000000096999697,48.00000000519952,48.999999985100516,0.03725855581173609
3.0000000096999697,49.00000000509951,47.999999985200525,0.037286387127873896
3.0000000096999697,50.00000000499949,46.99999998530054,0.03731401046272102
3.0000000096999697,51.00000000489948,45.99999998540055,0.03734142897140944
3.0000000096999697,52.000000004799475,44.99999998550056,0.0373686424584813
3.0000000096999697,53.000000004699466,43.99999998560057,0.037395647436322274
3.0000000096999697,54.00000000459946,42.999999985700576,0.03742243716910152
3.0000000096999697,55.00000000449945,41.999999985800585,0.03744900170270485
3.0000000096999697,56.00000000439944,40.999999985900594,0.03747532788104642
3.0000000096999697,57.00000000429942,39.99999998600061,0.037501399349047754
3.0000000096999697,58.000000004199414,38.99999998610062,0.037527196542477693
3.0000000096999697,59.000000004099405,37.99999998620063,0.037552696664758654
3.0000000096999697,60.000000003999396,36.99999998630064,0.03757787365075442
3.0000000096999697,61.00000000389939,35.99999998640064,0.03760269811746766
3.0000000096999697,62.00000000379937,34.999999986500654,0.03762713730148739
3.0000000096999697,63.00000000369936,33.99999998660067,0.03765115498293765
3.0000000096999697,64.00000000359935,32.99999998670067,0.037674711395587465
3.0000000096999697,65.00000000349935,31.999999986800674,0.037697763122688216
3.0000000096999697,66.00000000339934,30.99999998690069,0.03772026297800649
3.0000000096999697,67.00000000329932,29.999999987000706,0.03774215987141623
3.0000000096999697,68.00000000319932,28.999999987100708,0.037763398658304775
3.0000000096999697,69.0000000030993,27.999999987200724,0.037783919971928766
3.0000000096999697,70.0000000029993,26.999999987300725,0.03780366003772913
3.0000000096999697,71.00000000289928,25.99999998740074,0.037822550468475886
3.0000000096999697,72.00000000279927,24.999999987500757,0.03784051803896227
3.0000000096999697,73.00000000269927,23.99999998760076,0.03785748443880259
3.0000000096999697,74.00000000259925,22.999999987700775,0.03787336600170372
3.0000000096999697,75.00000000249925,21.999999987800777,0.037888073409378546
3.0000000096999697,76.00000000239923,20.999999987900793,0.037901511368041776
3.0000000096999697,77.00000000229923,19.999999988000795,0.03791357825517705
3.0000000096999697,78.00000000219922,18.99999998810081,0.037924165733979255
3.0000000096999697,79.0000000020992,17.999999988200827,0.037933158332557275
3.0000000096999697,80.0000000019992,16.99999998830083,0.03794043298462073
3.0000000096999697,81.00000000189918,15.999999988400845,0.0379458585279656
3.0000000096999697,82.00000000179918,14.999999988500846,0.03794929515660817
3.0000000096999697,83.00000000169916,13.999999988600862,0.037950593821886626
3.0000000096999697,84.00000000159915,12.999999988700878,0.03794959557724317
3.0000000096999697,85.00000000149915,11.99999998880088,0.03794613086070316
3.0000000096999697,86.00000000139913,10.999999988900896,0.037940018708267055
3.0000000096999697,87.00000000129913,9.999999989000898,0.03793106589050647
3.0000000096999697,88.00000000119911,8.999999989100914,0.03791906596358376
3.0000000096999697,89.0000000010991,7.99999998920093,0.03790379822467086
3.0000000096999697,90.0000000009991,6.999999989300932,0.03788502656029032
3.0000000096999697,91.00000000089908,5.999999989400948,0.03786249817440375
3.0000000096999697,92.00000000079908,4.9999999895009495,0.03783594218107692
3.0000000096999697,93.00000000069907,3.9999999896009513,0.03780506804419852
3.0000000096999697,94.00000000059904,2.9999999897009815,0.0377695638439442
3.0000000096999697,95.00000000049904,1.9999999898009833,0.03772909434636684
3.0000000096999697,96.00000000039903,0.9999999899009993,0.037683298848541484
4.00000000959996,1e-08,95.99999998040003,0.035304859701053425
4.00000000959996,1.00000000989999,94.99999998050005,0.03549356561137365
4.00000000959996,2.00000000979998,93.99999998060007,0.035667330976616916
4.00000000959996,3.0000000096999697,92.99999998070007,0.03582766592986042
4.00000000959996,4.00000000959996,91.99999998080008,0.035975905184842664
4.00000000959996,5.000000009499949,90.99999998090009,0.03611323286892773
4.00000000959996,6.0000000093999395,89.9999999810001,0.036240703132969655
4.00000000959996,7.00000000929993,88.9999999811001,0.03635925737876333
4.00000000959996,8.000000009199919,87.99999998120012,0.03646973875349225
4.00000000959996,9.000000009099908,86.99999998130014,0.036572904418007625
4.00000000959996,10.000000008999898,85.99999998140014,0.03666943598825993
4.00000000959996,11.000000008899889,84.99999998150015,0.036759948467254916
4.00000000959996,12.000000008799878,83.99999998160015,0.03684499792182248
4.00000000959996,13.00000000869987,82.99999998170017,0.03692508810947544
4.00000000959996,14.00000000859986,81.99999998180019,0.03700067622223129
4.00000000959996,15.00000000849985,80.99999998190019,0.0370721778839327
4.00000000959996,16.00000000839984,79.99999998200019,0.03713997151346374
4.00000000959996,17.00000000829983,78.9999999821002,0.03720440214691148
4.00000000959996,18.00000000819982,77.99999998220022,0.037265784796119
4.00000000959996,19.00000000809981,76.99999998230024,0.03732440740840958
4.00000000959996,20.000000007999798,75.99999998240024,0.037380533481923064
4.00000000959996,21.00000000789979,74.99999998250024,0.03743440438251965
4.00000000959996,22.00000000779978,73.99999998260026,0.03748624140120416
4.00000000959996,23.000000007699768,72.99999998270027,0.03753624758521895
4.00000000959996,24.00000000759976,71.99999998280029,0.03758460937111984
4.00000000959996,25.000000007499747,70.99999998290029,0.0376314980441031
4.00000000959996,26.000000007399738,69.9999999830003,0.037677071044455265
4.00000000959996,27.00000000729973,68.99999998310031,0.03772147313913091
4.00000000959996,28.00000000719972,67.99999998320033,0.03776483747403819
4.00000000959996,29.000000007099707,66.99999998330034,0.037807286520550085
4.00000000959996,30.0000000069997,65.99999998340034,0.03784893292800283
4.00000000959996,31.000000006899686,64.99999998350035,0.03788988029243913
4.00000000959996,32.00000000679968,63.99999998360036,0.03793022385056421
