% (Hf),% (Ti),% (Zr),Sigma_e0
1.00000000989999,74.00000000259925,24.999999987500757,75528.87539628884
1.00000000989999,75.00000000249925,23.99999998760076,75671.76396247392
1.00000000989999,76.00000000239923,22.999999987700775,75826.92308399153
1.00000000989999,77.00000000229923,21.999999987800777,75994.47253924035
1.00000000989999,78.00000000219922,20.999999987900793,76174.5441194384
1.00000000989999,79.0000000020992,19.99999998800081,76367.28191966351
1.00000000989999,80.0000000019992,18.99999998810081,76572.84266080489
1.00000000989999,81.00000000189918,17.999999988200827,76791.3960438203
1.00000000989999,82.00000000179918,16.99999998830083,77023.12513785038
1.00000000989999,83.00000000169916,15.999999988400845,77268.2268039121
1.00000000989999,84.00000000159915,14.99999998850086,77526.91215607413
1.00000000989999,85.00000000149915,13.999999988600862,77799.40706221318
1.00000000989999,86.00000000139913,12.999999988700878,78085.95268666158
1.00000000989999,87.00000000129913,11.99999998880088,78386.8060772861
1.00000000989999,88.00000000119911,10.999999988900896,78702.2407997866
1.00000000989999,89.0000000010991,9.999999989000912,79032.54762227318
1.00000000989999,90.0000000009991,8.999999989100914,79378.0352534779
1.00000000989999,91.00000000089908,7.99999998920093,79739.03113827751
1.00000000989999,92.00000000079908,6.999999989300932,80115.88231455804
1.00000000989999,93.00000000069907,5.9999999894009335,80508.95633583989
1.00000000989999,94.00000000059904,4.999999989500964,80918.64226450621
1.00000000989999,95.00000000049904,3.9999999896009655,81345.35174094635
1.00000000989999,96.00000000039903,2.9999999897009815,81789.52013444148
1.00000000989999,97.00000000029902,1.9999999898009833,82251.60778218824
1.00000000989999,98.00000000019902,0.999999989900985,82732.10132348561
2.00000000979998,1e-08,97.99999998020002,107552.27550064912
2.00000000979998,1.00000000989999,96.99999998030003,106040.44910130183
2.00000000979998,2.00000000979998,95.99999998040003,104594.52314064802
2.00000000979998,3.0000000096999697,94.99999998050005,103210.87370090287
2.00000000979998,4.00000000959996,93.99999998060007,101886.1487980137
2.00000000979998,5.000000009499949,92.99999998070007,100617.2436689459
2.00000000979998,6.0000000093999395,91.99999998080008,99401.27871616057
2.00000000979998,7.00000000929993,90.99999998090009,98235.57978223509
2.00000000979998,8.000000009199919,89.9999999810001,97117.66047280552
2.00000000979998,9.000000009099908,88.99999998110012,96045.2062843203
2.00000000979998,10.000000008999898,87.99999998120012,95016.06032564677
2.00000000979998,11.000000008899889,86.99999998130014,94028.21045030779
2.00000000979998,12.000000008799878,85.99999998140014,93079.77763982852
2.00000000979998,13.00000000869987,84.99999998150015,92169.0054989812
2.00000000979998,14.00000000859986,83.99999998160015,91294.25074116304
2.00000000979998,15.00000000849985,82.99999998170017,90453.97455716609
2.00000000979998,16.00000000839984,81.99999998180019,89646.73477357253
2.00000000979998,17.00000000829983,80.99999998190019,88871.17871823479
2.00000000979998,18.00000000819982,79.9999999820002,88126.03672003568
2.00000000979998,19.00000000809981,78.9999999821002,87410.11617859322
2.00000000979998,20.000000007999798,77.99999998220022,86722.2961469459
2.00000000979998,21.00000000789979,76.99999998230024,86061.52237669515
2.00000000979998,22.00000000779978,75.99999998240024,85426.80278071448
2.00000000979998,23.000000007699768,74.99999998250026,84817.20327347034
2.00000000979998,24.00000000759976,73.99999998260026,84231.84395333863
2.00000000979998,25.000000007499747,72.99999998270027,83669.895595113
2.00000000979998,26.000000007399738,71.99999998280029,83130.57642426694
2.00000000979998,27.00000000729973,70.99999998290029,82613.14914749969
2.00000000979998,28.00000000719972,69.9999999830003,82116.91821672322
2.00000000979998,29.000000007099707,68.99999998310031,81641.2273059767
2.00000000979998,30.0000000069997,67.99999998320033,81185.45698281884
2.00000000979998,31.000000006899686,66.99999998330034,80749.02255758765
2.00000000979998,32.00000000679968,65.99999998340033,80331.3720955498
2.00000000979998,33.00000000669967,64.99999998350035,79931.9845784233
2.00000000979998,34.000000006599656,63.99999998360036,79550.3682030577
2.00000000979998,35.00000000649965,62.99999998370037,79186.05880622253
2.00000000979998,36.00000000639964,61.99999998380038,78838.61840549821
2.00000000979998,37.00000000629963,60.99999998390039,78507.63384720136
2.00000000979998,38.00000000619962,59.9999999840004,78192.71555311664
2.00000000979998,39.000000006099604,58.99999998410041,77893.49635856671
2.00000000979998,40.000000005999595,57.99999998420042,77609.6304350324
2.00000000979998,41.00000000589959,56.99999998430043,77340.79229115383
2.00000000979998,42.00000000579958,55.99999998440044,77086.6758464975
2.00000000979998,43.00000000569957,54.99999998450045,76846.99357298136
2.00000000979998,44.00000000559956,53.99999998460046,76621.47569930507
2.00000000979998,45.000000005499544,52.99999998470047,76409.86947414892
2.00000000979998,46.000000005399535,51.99999998480048,76211.93848428255
2.00000000979998,47.000000005299526,50.99999998490049,76027.46202406939
2.00000000979998,48.00000000519952,49.9999999850005,75856.23451316546
2.00000000979998,49.00000000509951,48.99999998510051,75698.06495950127
2.00000000979998,50.00000000499949,47.999999985200525,75552.77646489728
2.00000000979998,51.00000000489948,46.99999998530053,75420.20577090564
2.00000000979998,52.000000004799475,45.99999998540054,75300.20284269526
2.00000000979998,53.000000004699466,44.99999998550055,75192.63048900175
2.00000000979998,54.00000000459946,43.99999998560056,75097.36401635413
2.00000000979998,55.00000000449945,42.99999998570057,75014.29091596906
2.00000000979998,56.00000000439944,41.99999998580058,74943.31058186534
2.00000000979998,57.00000000429942,40.999999985900594,74884.33405890717
2.00000000979998,58.000000004199414,39.9999999860006,74837.28381962905
2.00000000979998,59.000000004099405,38.99999998610061,74802.09356882973
2.00000000979998,60.000000003999396,37.99999998620062,74778.70807505306
2.00000000979998,61.00000000389939,36.99999998630063,74767.08302819506
2.00000000979998,62.00000000379937,35.99999998640065,74767.18492259314
2.00000000979998,63.00000000369936,34.999999986500654,74778.99096506617
2.00000000979998,64.00000000359935,33.99999998660067,74802.48900748279
2.00000000979998,65.00000000349935,32.99999998670067,74837.67750353979
2.00000000979998,66.00000000339934,31.999999986800688,74884.56548953666
2.00000000979998,67.00000000329932,30.999999986900704,74943.17258903365
2.00000000979998,68.00000000319932,29.999999987000706,75013.52904138053
2.00000000979998,69.0000000030993,28.999999987100722,75095.67575420535
2.00000000979998,70.0000000029993,27.999999987200724,75189.66438005184
2.00000000979998,71.00000000289928,26.99999998730074,75295.55741745712
2.00000000979998,72.00000000279927,25.999999987400756,75413.4283368651
2.00000000979998,73.00000000269927,24.999999987500757,75543.36173187732
2.00000000979998,74.00000000259925,23.999999987600773,75685.45349645313
2.00000000979998,75.00000000249925,22.999999987700775,75839.81102878453
2.00000000979998,76.00000000239923,21.99999998780079,76006.55346269
2.00000000979998,77.00000000229923,20.999999987900793,76185.81192749647
2.00000000979998,78.00000000219922,19.99999998800081,76377.72983750871
2.00000000979998,79.0000000020992,18.999999988100825,76582.46321230555
2.00000000979998,80.0000000019992,17.999999988200827,76800.1810292489
2.00000000979998,81.00000000189918,16.999999988300843,77031.06560974833
2.00000000979998,82.00000000179918,15.999999988400845,77275.31304099446
2.00000000979998,83.00000000169916,14.99999998850086,77533.13363505306
2.00000000979998,84.00000000159915,13.999999988600877,77804.75242740796
2.00000000979998,85.00000000149915,12.999999988700878,78090.40971725079
2.00000000979998,86.00000000139913,11.999999988800894,78390.36165204488
2.00000000979998,87.00000000129913,10.999999988900896,78704.8808591361
2.00000000979998,88.00000000119911,9.999999989000912,79034.25712745546
2.00000000979998,89.0000000010991,8.999999989100928,79378.79814265015
2.00000000979998,90.0000000009991,7.99999998920093,79738.8302793016
2.00000000979998,91.00000000089908,6.999999989300946,80114.69945424072
2.00000000979998,92.00000000079908,5.999999989400948,80506.77204535472
2.00000000979998,93.00000000069907,4.9999999895009495,80915.43588070406
2.00000000979998,94.00000000059904,3.9999999896009797,81341.1013032333
2.00000000979998,95.00000000049904,2.9999999897009815,81784.20231687093
2.00000000979998,96.00000000039903,1.9999999898009975,82245.19782038147
2.00000000979998,97.00000000029902,0.9999999899009993,82724.57293595592
3.0000000096999697,1e-08,96.99999998030003,106145.00562521987
3.0000000096999697,1.00000000989999,95.99999998040003,104696.43966598556
3.0000000096999697,2.00000000979998,94.99999998050005,103310.2439270953
3.0000000096999697,3.0000000096999697,93.99999998060007,101983.06148826829
3.0000000096999697,4.00000000959996,92.99999998070007,100711.78297158533
3.0000000096999697,5.000000009499949,91.99999998080008,99493.52446034722
3.0000000096999697,6.0000000093999395,90.99999998090009,98325.60775043028
3.0000000096999697,7.00000000929993,89.9999999810001,97205.54265207444
3.0000000096999697,8.000000009199919,88.9999999811001,96131.01109837613
3.0000000096999697,9.000000009099908,87.99999998120012,95099.85284933663
3.0000000096999697,10.000000008999898,86.99999998130014,94110.0526080714
3.0000000096999697,11.000000008899889,85.99999998140014,93159.72838950923
3.0000000096999697,12.000000008799878,84.99999998150015,92247.12100223407
3.0000000096999697,13.00000000869987,83.99999998160015,91370.58452158317
3.0000000096999697,14.00000000859986,82.99999998170017,90528.57764715335
3.0000000096999697,15.00000000849985,81.99999998180019,89719.65585085264
3.0000000096999697,16.00000000839984,80.99999998190019,88942.46423286968
3.0000000096999697,17.00000000829983,79.9999999820002,88195.73101267978
3.0000000096999697,18.00000000819982,78.9999999821002,87478.26159068226
3.0000000096999697,19.00000000809981,77.99999998220022,86788.93312344253
3.0000000096999697,20.000000007999798,76.99999998230024,86126.68956196017
3.0000000096999697,21.00000000789979,75.99999998240024,85490.53710802103
3.0000000096999697,22.00000000779978,74.99999998250024,84879.54004863392
3.0000000096999697,23.000000007699768,73.99999998260026,84292.81693289355
3.0000000096999697,24.00000000759976,72.99999998270027,83729.53705942958
3.0000000096999697,25.000000007499747,71.99999998280029,83188.91724596955
3.0000000096999697,26.000000007399738,70.99999998290029,82670.21885551524
3.0000000096999697,27.00000000729973,69.9999999830003,82172.74505626241
3.0000000096999697,28.00000000719972,68.99999998310031,81695.83829472453
3.0000000096999697,29.000000007099707,67.99999998320033,81238.87796358857
3.0000000096999697,30.0000000069997,66.99999998330034,80801.27824767109
3.0000000096999697,31.000000006899686,65.99999998340034,80382.48613297801
3.0000000096999697,32.00000000679968,64.99999998350035,79981.97956533436
3.0000000096999697,33.00000000669967,63.99999998360036,79599.26574635234
3.0000000096999697,34.000000006599656,62.99999998370038,79233.87955567353
3.0000000096999697,35.00000000649965,61.999999983800386,78885.38208946717
3.0000000096999697,36.00000000639964,60.999999983900395,78553.3593061022
3.0000000096999697,37.00000000629963,59.999999984000404,78237.42077075675
3.0000000096999697,38.00000000619962,58.99999998410041,77937.19849148308
3.0000000096999697,39.000000006099604,57.99999998420043,77652.34583993329
3.0000000096999697,40.000000005999595,56.99999998430044,77382.53655056587
3.0000000096999697,41.00000000589959,55.999999984400446,77127.46379271089
3.0000000096999697,42.00000000579958,54.999999984500455,76886.83931037753
3.0000000096999697,43.00000000569957,53.999999984600464,76660.39262514476
3.0000000096999697,44.00000000559956,52.99999998470047,76447.87029789157
3.0000000096999697,45.000000005499544,51.99999998480049,76249.03524550216
3.0000000096999697,46.000000005399535,50.9999999849005,76063.66610902539
3.0000000096999697,47.000000005299526,49.99999998500051,75891.5566700829
3.0000000096999697,48.00000000519952,48.999999985100516,75732.51531260904
3.0000000096999697,49.00000000509951,47.999999985200525,75586.3645272674
3.0000000096999697,50.00000000499949,46.99999998530054,75452.94045613376
3.0000000096999697,51.00000000489948,45.99999998540055,75332.09247545671
3.0000000096999697,52.000000004799475,44.99999998550056,75223.68281451402
3.0000000096999697,53.000000004699466,43.99999998560057,75127.58620877251
3.0000000096999697,54.00000000459946,42.999999985700576,75043.68958573863
3.0000000096999697,55.00000000449945,41.999999985800585,74971.8917820477
3.0000000096999697,56.00000000439944,40.999999985900594,74912.10329049845
3.0000000096999697,57.00000000429942,39.99999998600061,74864.24603588022
3.0000000096999697,58.000000004199414,38.99999998610062,74828.25317857835
3.0000000096999697,59.000000004099405,37.99999998620063,74804.0689450712
3.0000000096999697,60.000000003999396,36.99999998630064,74791.6484845548
3.0000000096999697,61.00000000389939,35.99999998640064,74790.9577510479
3.0000000096999697,62.00000000379937,34.999999986500654,74801.97341044256
3.0000000096999697,63.00000000369936,33.99999998660067,74824.68277207369
3.0000000096999697,64.00000000359935,32.99999998670067,74859.08374448639
3.0000000096999697,65.00000000349935,31.999999986800674,74905.18481518322
3.0000000096999697,66.00000000339934,30.99999998690069,74963.0050542347
3.0000000096999697,67.00000000329932,29.999999987000706,75032.574141737
3.0000000096999697,68.00000000319932,28.999999987100708,75113.93241920104
3.0000000096999697,69.0000000030993,27.999999987200724,75207.13096505828
3.0000000096999697,70.0000000029993,26.999999987300725,75312.23169456988
3.0000000096999697,71.00000000289928,25.99999998740074,75429.30748453003
3.0000000096999697,72.00000000279927,24.999999987500757,75558.44232326023
3.0000000096999697,73.00000000269927,23.99999998760076,75699.73148650088
3.0000000096999697,74.00000000259925,22.999999987700775,75853.2817399202
3.0000000096999697,75.00000000249925,21.999999987800777,76019.21156907875
3.0000000096999697,76.00000000239923,20.999999987900793,76197.6514378116
3.0000000096999697,77.00000000229923,19.999999988000795,76388.7440761217
3.0000000096999697,78.00000000219922,18.99999998810081,76592.64479881484
3.0000000096999697,79.0000000020992,17.999999988200827,76809.52185625544
3.0000000096999697,80.0000000019992,16.99999998830083,77039.55681877672
3.0000000096999697,81.00000000189918,15.999999988400845,77282.94499644884
3.0000000096999697,82.00000000179918,14.999999988500846,77539.89589608673
3.0000000096999697,83.00000000169916,13.999999988600862,77810.63371757476
3.0000000096999697,84.00000000159915,12.999999988700878,78095.39789179423
3.0000000096999697,85.00000000149915,11.99999998880088,78394.44366266711
3.0000000096999697,86.00000000139913,10.999999988900896,78708.04271607508
3.0000000096999697,87.00000000129913,9.999999989000898,79036.48385868248
3.0000000096999697,88.00000000119911,8.999999989100914,79380.07374998232
3.0000000096999697,89.0000000010991,7.99999998920093,79739.13769120554
3.0000000096999697,90.0000000009991,6.999999989300932,80114.02047508184
3.0000000096999697,91.00000000089908,5.999999989400948,80505.0873008243
3.0000000096999697,92.00000000079908,4.9999999895009495,80912.72475913064
3.0000000096999697,93.00000000069907,3.9999999896009513,81337.34189245636
3.0000000096999697,94.00000000059904,2.9999999897009815,81779.37133632573
3.0000000096999697,95.00000000049904,1.9999999898009833,82239.27054800736
3.0000000096999697,96.00000000039903,0.9999999899009993,82717.52312950454
4.00000000959996,1e-08,95.99999998040003,104800.17623270027
4.00000000959996,1.00000000989999,94.99999998050005,103411.3901816437
4.00000000959996,2.00000000979998,93.99999998060007,102081.70796419194
4.00000000959996,3.0000000096999697,92.99999998070007,100808.01549113594
4.00000000959996,4.00000000959996,91.99999998080008,99587.42443690676
4.00000000959996,5.000000009499949,90.99999998090009,98417.25246710048
4.00000000959996,6.0000000093999395,89.9999999810001,97295.00551860155
4.00000000959996,7.00000000929993,88.9999999811001,96218.36188835556
4.00000000959996,8.000000009199919,87.99999998120012,95185.1579194431
4.00000000959996,9.000000009099908,86.99999998130014,94193.37510088566
4.00000000959996,10.000000008999898,85.99999998140014,93241.12842135603
4.00000000959996,11.000000008899889,84.99999998150015,92326.65583730681
4.00000000959996,12.000000008799878,83.99999998160015,91448.30873350726
4.00000000959996,13.00000000869987,82.99999998170017,90604.54326902921
4.00000000959996,14.00000000859986,81.99999998180019,89793.91251472049
4.00000000959996,15.00000000849985,80.99999998190019,89015.05929945
4.00000000959996,16.00000000839984,79.99999998200019,88266.70969216405
4.00000000959996,17.00000000829983,78.9999999821002,87547.66705527656
4.00000000959996,18.00000000819982,77.99999998220022,86856.80661230422
4.00000000959996,19.00000000809981,76.99999998230024,86193.07047910901
4.00000000959996,20.000000007999798,75.99999998240024,85555.46311375467
4.00000000959996,21.00000000789979,74.99999998250024,84943.04714493148
4.00000000959996,22.00000000779978,73.99999998260026,84354.9395432483
4.00000000959996,23.000000007699768,72.99999998270027,83790.30810351387
4.00000000959996,24.00000000759976,71.99999998280029,83248.36820950036
4.00000000959996,25.000000007499747,70.99999998290029,82728.37985565783
4.00000000959996,26.000000007399738,69.9999999830003,82229.64490288099
4.00000000959996,27.00000000729973,68.99999998310031,81751.50454776309
4.00000000959996,28.00000000719972,67.99999998320033,81293.33698684153
4.00000000959996,29.000000007099707,66.99999998330034,80854.55525918202
4.00000000959996,30.0000000069997,65.99999998340034,80434.6052522856
4.00000000959996,31.000000006899686,64.99999998350035,80032.96385776665
4.00000000959996,32.00000000679968,63.99999998360036,79649.13726455375
4.00000000959996,33.00000000669967,62.99999998370037,79282.65937853511
4.00000000959996,34.000000006599656,61.999999983800386,78933.09035861595
4.00000000959996,35.00000000649965,60.999999983900395,78600.015260094
4.00000000959996,36.00000000639964,59.999999984000404,78283.04277710391
4.00000000959996,37.00000000629963,58.99999998410041,77981.80407663964
4.00000000959996,38.00000000619962,57.99999998420042,77695.95171734893
4.00000000959996,39.000000006099604,56.99999998430044,77425.15864691162
4.00000000959996,40.000000005999595,55.999999984400446,77169.11727237096
4.00000000959996,41.00000000589959,54.999999984500455,76927.53859829437
4.00000000959996,42.00000000579958,53.999999984600464,76700.15142809626
4.00000000959996,43.00000000569957,52.99999998470047,76486.70162427344
4.00000000959996,44.00000000559956,51.99999998480048,76286.95142368226
4.00000000959996,45.000000005499544,50.9999999849005,76100.67880432979
4.00000000959996,46.000000005399535,49.99999998500051,75927.67690047006
