% (Hf),% (Ti),% (Zr),kappa_lattice
2.00000000979998,75.00000000249925,22.999999987700775,4.890018235238004
2.00000000979998,76.00000000239923,21.99999998780079,4.896653962466057
2.00000000979998,77.00000000229923,20.999999987900793,4.904179340919982
2.00000000979998,78.00000000219922,19.99999998800081,4.912619750285476
2.00000000979998,79.0000000020992,18.999999988100825,4.922002892518451
2.00000000979998,80.0000000019992,17.999999988200827,4.932358972550128
2.00000000979998,81.00000000189918,16.999999988300843,4.943720900802377
2.00000000979998,82.00000000179918,15.999999988400845,4.956124520389763
2.00000000979998,83.00000000169916,14.99999998850086,4.969608862356585
2.00000000979998,84.00000000159915,13.999999988600877,4.984216432857113
2.00000000979998,85.00000000149915,12.999999988700878,4.999993536854239
2.00000000979998,86.00000000139913,11.999999988800894,5.016990643709557
2.00000000979998,87.00000000129913,10.999999988900896,5.035262800996065
2.00000000979998,88.00000000119911,9.999999989000912,5.05487010402062
2.00000000979998,89.0000000010991,8.999999989100928,5.075878229943741
2.00000000979998,90.0000000009991,7.99999998920093,5.098359047089518
2.00000000979998,91.00000000089908,6.999999989300946,5.122391312124168
2.00000000979998,92.00000000079908,5.999999989400948,5.148061470346784
2.00000000979998,93.00000000069907,4.9999999895009495,5.175464577506942
2.00000000979998,94.00000000059904,3.9999999896009797,5.20470536550654
2.00000000979998,95.00000000049904,2.9999999897009815,5.235899479274878
2.00000000979998,96.00000000039903,1.9999999898009975,5.269174918313519
2.00000000979998,97.00000000029902,0.9999999899009993,5.304673724273399
3.0000000096999697,1e-08,96.99999998030003,7.031708710402085
3.0000000096999697,1.00000000989999,95.99999998040003,6.911456808876148
3.0000000096999697,2.00000000979998,94.99999998050005,6.799036959130637
3.0000000096999697,3.0000000096999697,93.99999998060007,6.693652760888318
3.0000000096999697,4.00000000959996,92.99999998070007,6.594620137188199
3.0000000096999697,5.000000009499949,91.99999998080008,6.501347543642766
3.0000000096999697,6.0000000093999395,90.99999998090009,6.413320317088497
3.0000000096999697,7.00000000929993,89.9999999810001,6.330088171680261
3.0000000096999697,8.000000009199919,88.9999999811001,6.251255116277385
3.0000000096999697,9.000000009099908,87.99999998120012,6.17647125454494
3.0000000096999697,10.000000008999898,86.99999998130014,6.10542606348789
3.0000000096999697,11.000000008899889,85.99999998140014,6.037842843564651
3.0000000096999697,12.000000008799878,84.99999998150015,5.973474105079103
3.0000000096999697,13.00000000869987,83.99999998160015,5.912097708696384
3.0000000096999697,14.00000000859986,82.99999998170017,5.853513617819356
3.0000000096999697,15.00000000849985,81.99999998180019,5.797541150799277
3.0000000096999697,16.00000000839984,80.99999998190019,5.744016644082807
3.0000000096999697,17.00000000829983,79.9999999820002,5.692791455240555
3.0000000096999697,18.00000000819982,78.9999999821002,5.6437302486984064
3.0000000096999697,19.00000000809981,77.99999998220022,5.596709517865361
3.0000000096999697,20.000000007999798,76.99999998230024,5.551616305931161
3.0000000096999697,21.00000000789979,75.99999998240024,5.508347094422405
3.0000000096999697,22.00000000779978,74.99999998250024,5.466806834054342
3.0000000096999697,23.000000007699768,73.99999998260026,5.426908096797164
3.0000000096999697,24.00000000759976,72.99999998270027,5.3885703316192854
3.0000000096999697,25.000000007499747,71.99999998280029,5.351719209251633
3.0000000096999697,26.000000007399738,70.99999998290029,5.316286043671876
3.0000000096999697,27.00000000729973,69.9999999830003,5.282207279941634
3.0000000096999697,28.00000000719972,68.99999998310031,5.2494240396254535
3.0000000096999697,29.000000007099707,67.99999998320033,5.217881716342789
3.0000000096999697,30.0000000069997,66.99999998330034,5.187529615104928
3.0000000096999697,31.000000006899686,65.99999998340034,5.158320630008489
3.0000000096999697,32.00000000679968,64.99999998350035,5.130210955628747
3.0000000096999697,33.00000000669967,63.99999998360036,5.103159828105719
3.0000000096999697,34.000000006599656,62.99999998370038,5.077129292465002
3.0000000096999697,35.00000000649965,61.999999983800386,5.052083993180984
3.0000000096999697,36.00000000639964,60.999999983900395,5.027990985386254
3.0000000096999697,37.00000000629963,59.999999984000404,5.004819564469204
3.0000000096999697,38.00000000619962,58.99999998410041,4.98254111209153
3.0000000096999697,39.000000006099604,57.99999998420043,4.961128956906124
3.0000000096999697,40.000000005999595,56.99999998430044,4.940558248470316
3.0000000096999697,41.00000000589959,55.999999984400446,4.920805843034714
3.0000000096999697,42.00000000579958,54.999999984500455,4.9018502000485595
3.0000000096999697,43.00000000569957,53.999999984600464,4.883671288362292
3.0000000096999697,44.00000000559956,52.99999998470047,4.866250501229784
3.0000000096999697,45.000000005499544,51.99999998480049,4.8495705793194315
3.0000000096999697,46.000000005399535,50.9999999849005,4.833615541036811
3.0000000096999697,47.000000005299526,49.99999998500051,4.818370619544085
3.0000000096999697,48.00000000519952,48.999999985100516,4.803822205934254
3.0000000096999697,49.00000000509951,47.999999985200525,4.789957798082967
3.0000000096999697,50.00000000499949,46.99999998530054,4.77676595475827
3.0000000096999697,51.00000000489948,45.99999998540055,4.764236254620273
3.0000000096999697,52.000000004799475,44.99999998550056,4.752359259789118
3.0000000096999697,53.000000004699466,43.99999998560057,4.741126483701662
3.0000000096999697,54.00000000459946,42.999999985700576,4.730530363015518
3.0000000096999697,55.00000000449945,41.999999985800585,4.720564233354194
3.0000000096999697,56.00000000439944,40.999999985900594,4.711222308719505
3.0000000096999697,57.00000000429942,39.99999998600061,4.7024996644276165
3.0000000096999697,58.000000004199414,38.99999998610062,4.694392223453585
3.0000000096999697,59.000000004099405,37.99999998620063,4.686896746096355
3.0000000096999697,60.000000003999396,36.99999998630064,4.680010822902148
3.0000000096999697,61.00000000389939,35.99999998640064,4.6737328708096815
3.0000000096999697,62.00000000379937,34.999999986500654,4.668062132505587
3.0000000096999697,63.00000000369936,33.99999998660067,4.662998679003494
3.0000000096999697,64.00000000359935,32.99999998670067,4.65854341548554
3.0000000096999697,65.00000000349935,31.999999986800674,4.654698090471055
3.0000000096999697,66.00000000339934,30.99999998690069,4.651465308404144
3.0000000096999697,67.00000000329932,29.999999987000706,4.648848545780237
3.0000000096999697,68.00000000319932,28.999999987100708,4.646852170961779
3.0000000096999697,69.0000000030993,27.999999987200724,4.645481467865578
3.0000000096999697,70.0000000029993,26.999999987300725,4.644742663739331
3.0000000096999697,71.00000000289928,25.99999998740074,4.644642961283142
3.0000000096999697,72.00000000279927,24.999999987500757,4.645190575413965
3.0000000096999697,73.00000000269927,23.99999998760076,4.646394775017671
3.0000000096999697,74.00000000259925,22.999999987700775,4.648265930085511
3.0000000096999697,75.00000000249925,21.999999987800777,4.6508155646902445
3.0000000096999697,76.00000000239923,20.999999987900793,4.654056416323112
3.0000000096999697,77.00000000229923,19.999999988000795,4.658002502187483
3.0000000096999697,78.00000000219922,18.99999998810081,4.662669193129901
3.0000000096999697,79.0000000020992,17.999999988200827,4.668073295986217
3.0000000096999697,80.0000000019992,16.99999998830083,4.6742331452316295
3.0000000096999697,81.00000000189918,15.999999988400845,4.681168704951211
3.0000000096999697,82.00000000179918,14.999999988500846,4.688901682295112
3.0000000096999697,83.00000000169916,13.999999988600862,4.697455653753373
3.0000000096999697,84.00000000159915,12.999999988700878,4.706856205783894
3.0000000096999697,85.00000000149915,11.99999998880088,4.717131091558502
3.0000000096999697,86.00000000139913,10.999999988900896,4.728310405862822
3.0000000096999697,87.00000000129913,9.999999989000898,4.740426780503429
3.0000000096999697,88.00000000119911,8.999999989100914,4.753515602950088
3.0000000096999697,89.0000000010991,7.99999998920093,4.767615261383285
3.0000000096999697,90.0000000009991,6.999999989300932,4.782767419842135
3.0000000096999697,91.00000000089908,5.999999989400948,4.799017327792755
3.0000000096999697,92.00000000079908,4.9999999895009495,4.816414169184381
3.0000000096999697,93.00000000069907,3.9999999896009513,4.835011456957368
3.0000000096999697,94.00000000059904,2.9999999897009815,4.854867480048272
3.0000000096999697,95.00000000049904,1.9999999898009833,4.8760458112461205
3.0000000096999697,96.00000000039903,0.9999999899009993,4.898615885845921
4.00000000959996,1e-08,95.99999998040003,6.691304423818343
4.00000000959996,1.00000000989999,94.99999998050005,6.5858053742161315
4.00000000959996,2.00000000979998,93.99999998060007,6.486641353296548
4.00000000959996,3.0000000096999697,92.99999998070007,6.393219102697148
4.00000000959996,4.00000000959996,91.99999998080008,6.305022655446478
4.00000000959996,5.000000009499949,90.99999998090009,6.221600729250793
4.00000000959996,6.0000000093999395,89.9999999810001,6.142556567031115
4.00000000959996,7.00000000929993,88.9999999811001,6.0675396790792036
4.00000000959996,8.000000009199919,87.99999998120012,5.99623907755375
4.00000000959996,9.000000009099908,86.99999998130014,5.928377692882528
4.00000000959996,10.000000008999898,85.99999998140014,5.863707734174827
4.00000000959996,11.000000008899889,84.99999998150015,5.802006809590361
4.00000000959996,12.000000008799878,83.99999998160015,5.743074662998258
4.00000000959996,13.00000000869987,82.99999998170017,5.686730413854021
4.00000000959996,14.00000000859986,81.99999998180019,5.6328102106108675
4.00000000959996,15.00000000849985,80.99999998190019,5.581165226015956
4.00000000959996,16.00000000839984,79.99999998200019,5.531659936659368
4.00000000959996,17.00000000829983,78.9999999821002,5.484170640121723
4.00000000959996,18.00000000819982,77.99999998220022,5.438584171724875
4.00000000959996,19.00000000809981,76.99999998230024,5.394796789765765
4.00000000959996,20.000000007999798,75.99999998240024,5.352713203607365
4.00000000959996,21.00000000789979,74.99999998250024,5.312245723417242
4.00000000959996,22.00000000779978,73.99999998260026,5.2733135139148
4.00000000959996,23.000000007699768,72.99999998270027,5.2358419373904885
4.00000000959996,24.00000000759976,71.99999998280029,5.199761973631229
4.00000000959996,25.000000007499747,70.99999998290029,5.165009706332983
4.00000000959996,26.000000007399738,69.9999999830003,5.131525867186813
4.00000000959996,27.00000000729973,68.99999998310031,5.0992554301549315
4.00000000959996,28.00000000719972,67.99999998320033,5.068147249559791
4.00000000959996,29.000000007099707,66.99999998330034,5.038153736533716
4.00000000959996,30.0000000069997,65.99999998340034,5.009230569151656
4.00000000959996,31.000000006899686,64.99999998350035,4.981336432222236
4.00000000959996,32.00000000679968,63.99999998360036,4.954432783263372
4.00000000959996,33.00000000669967,62.99999998370037,4.928483641655982
4.00000000959996,34.000000006599656,61.999999983800386,4.903455398366604
4.00000000959996,35.00000000649965,60.999999983900395,4.879316643968806
4.00000000959996,36.00000000639964,59.999999984000404,4.85603801298335
4.00000000959996,37.00000000629963,58.99999998410041,4.833592042806188
4.00000000959996,38.00000000619962,57.99999998420042,4.811953045707725
4.00000000959996,39.000000006099604,56.99999998430044,4.791096992572052
4.00000000959996,40.000000005999595,55.999999984400446,4.771001407204966
4.00000000959996,41.00000000589959,54.999999984500455,4.751645270178937
4.00000000959996,42.00000000579958,53.999999984600464,4.733008931304262
4.00000000959996,43.00000000569957,52.99999998470047,4.715074029921437
